ID do hospede,Nome do hospede,Cidade,Bairro,Tipo de imovel,Preço,Minimo de noite,Numero de avaliações,Ultima avaliação,Avaliação por mês,contagem calculada de listagens de hospede,disponibilidade 365
836168,Henry,Manhattan,Upper West Side,Entire home/apt,2000,30,30,5/5/2018,33,11,0
842125,Jennifer,Brooklyn,Crown Heights,Entire home/apt,97,3,31,10/23/2018,32,1,193
846309,Dani,Brooklyn,Williamsburg,Entire home/apt,179,4,23,4/13/2019,24,1,25
848748,Sarah,Brooklyn,Greenpoint,Entire home/apt,500,2,20,6/24/2019,21,2,127
848960,Amit,Manhattan,Chelsea,Entire home/apt,429,10,18,6/24/2019,90,1,0
849492,Kathrine,Manhattan,Kips Bay,Entire home/apt,189,6,90,6/23/2019,95,1,303
314941,Tony,Manhattan,Nolita,Entire home/apt,300,1,6,6/28/2019,6,3,115
864735,Jason,Queens,Astoria,Entire home/apt,107,30,21,12/1/2018,22,8,200
864735,Jason,Queens,Astoria,Entire home/apt,95,30,24,4/4/2019,26,8,271
872121,Rosario,Manhattan,Harlem,Entire home/apt,199,2,111,6/2/2019,117,1,12
39260,Mat,Manhattan,East Harlem,Entire home/apt,120,2,86,6/20/2019,91,1,268
872805,Mike,Manhattan,West Village,Entire home/apt,199,15,66,4/29/2019,69,2,89
873273,Christian & Carla,Bronx,Allerton,Entire home/apt,125,2,271,6/20/2019,284,2,347
279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,6/10/2019,197,2,287
904833,Daniel,Manhattan,Chelsea,Entire home/apt,250,1,2,8/28/2015,2,1,0
906200,Mariana,Brooklyn,Williamsburg,Entire home/apt,350,6,1,1/1/2016,2,1,233
909146,Mj,Brooklyn,Prospect Heights,Entire home/apt,170,3,67,10/20/2018,70,1,129
909234,Leslie,Manhattan,East Village,Entire home/apt,165,1,63,1/12/2018,68,1,0
489400,O'Dell,Brooklyn,East New York,Entire home/apt,169,3,177,6/29/2019,186,1,297
915640,Sundiata,Brooklyn,Crown Heights,Entire home/apt,99,4,90,6/30/2019,94,1,56
918866,Marina,Manhattan,Upper East Side,Entire home/apt,169,7,39,7/7/2019,41,1,44
920542,Farrah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,5/18/2019,44,1,355
922922,Karen,Brooklyn,Prospect Heights,Entire home/apt,215,3,33,5/8/2019,35,1,156
874471,Alan,Brooklyn,Park Slope,Entire home/apt,130,3,179,5/29/2019,202,1,273
48599,Anastasia,Manhattan,Chelsea,Entire home/apt,149,6,23,5/21/2018,27,2,0
953279,Tim,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,6/23/2019,119,1,255
953565,Vanessa,Brooklyn,Park Slope,Entire home/apt,265,5,15,6/14/2015,16,1,0
960836,Vlad,Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,6/23/2019,129,1,20
289135,Toni,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,7/7/2019,218,1,304
568325,Simone,Manhattan,East Village,Entire home/apt,160,30,25,4/30/2018,26,1,46
988350,Andrea,Brooklyn,Park Slope,Entire home/apt,190,4,105,5/11/2019,162,1,328
1000477,Elizabeth,Manhattan,Upper East Side,Entire home/apt,190,1,8,9/18/2016,8,1,0
51038,Erica,Brooklyn,Clinton Hill,Entire home/apt,248,2,58,6/4/2019,61,6,199
1010242,Zora & Chris,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,6/11/2019,129,1,287
1012691,Tiffaney,Brooklyn,Williamsburg,Entire home/apt,120,4,87,7/3/2019,99,1,263
1014639,Brett,Brooklyn,Fort Greene,Entire home/apt,157,2,4,8/27/2018,18,1,0
1017473,Evan,Brooklyn,Williamsburg,Entire home/apt,195,14,31,5/26/2019,33,1,263
1018472,Angus,Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,11/15/2016,134,2,90
1024355,Martina,Brooklyn,Williamsburg,Entire home/apt,185,3,14,8/31/2015,15,1,0
1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,6/24/2019,32,3,11
306739,Maya,Brooklyn,Greenpoint,Entire home/apt,185,3,228,4/25/2018,239,3,1
272730,Goldi,Manhattan,East Village,Entire home/apt,250,1,60,7/1/2019,65,1,0
1094178,Jeremy,Manhattan,Theater District,Entire home/apt,230,2,179,6/19/2019,188,1,44
1096084,Daniel,Brooklyn,Gowanus,Entire home/apt,100,7,9,6/23/2016,10,1,0
864735,Jason,Queens,Long Island City,Entire home/apt,95,30,24,3/31/2019,25,8,358
1114587,Keenan & Emily,Manhattan,Upper West Side,Entire home/apt,300,2,45,4/22/2019,47,3,31
1121193,Samuel,Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,11/14/2018,8,1,241
447754,Yana,Brooklyn,Bensonhurst,Entire home/apt,110,1,24,1/19/2019,26,1,183
759583,Pepe,Brooklyn,Clinton Hill,Entire home/apt,172,4,8,10/14/2017,9,2,189
1138692,Keera (Jena),Manhattan,Lower East Side,Entire home/apt,199,1,29,6/3/2015,31,2,162
1138692,Keera (Jena),Manhattan,Lower East Side,Entire home/apt,199,1,14,7/20/2015,15,2,158
1144415,Lisa,Manhattan,East Village,Entire home/apt,146,3,142,6/16/2019,150,1,166
1146744,Deborah,Brooklyn,Greenpoint,Entire home/apt,116,29,22,3/15/2019,23,1,335
1153993,Anton,Manhattan,Chelsea,Entire home/apt,199,4,32,5/8/2019,34,1,28
1164642,Rosalynn,Brooklyn,Prospect Heights,Entire home/apt,150,5,24,6/23/2019,25,1,363
991380,Stefania,Brooklyn,Boerum Hill,Entire home/apt,230,4,18,7/5/2018,21,1,0
1173599,Gaya,Manhattan,Midtown,Entire home/apt,125,4,3,12/26/2018,3,1,0
1177947,Marina,Staten Island,Shore Acres,Entire home/apt,75,6,76,6/13/2019,80,1,278
815977,Ryan,Brooklyn,Williamsburg,Entire home/apt,220,3,116,6/30/2019,123,2,135
209460,Marylyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,6/30/2019,247,4,308
1187935,Daniel,Manhattan,East Village,Entire home/apt,288,2,120,6/24/2019,127,1,229
1191142,Lady Jay,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,5/18/2019,87,1,273
1192424,Gordon,Manhattan,West Village,Entire home/apt,225,3,13,5/26/2019,15,1,83
1194377,Marceline,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,6/26/2019,187,1,321
507304,Derrick,Brooklyn,Sunset Park,Entire home/apt,200,5,1,1/2/2012,1,1,0
1203500,Civan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,6/9/2019,40,1,36
292204,Blanca,Manhattan,East Harlem,Entire home/apt,135,28,115,6/30/2019,121,2,341
1217241,Dee,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,6/27/2019,324,1,231
763420,Selma,Manhattan,East Harlem,Entire home/apt,145,1,102,6/18/2019,152,1,308
1220414,Michael,Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,5/31/2019,88,1,292
902054,William,Manhattan,Harlem,Entire home/apt,325,5,89,6/30/2019,94,1,153
1234405,Bertie,Brooklyn,South Slope,Entire home/apt,300,1,40,6/16/2019,44,1,0
1236070,Dan,Manhattan,Midtown,Entire home/apt,190,30,136,6/19/2019,145,1,120
1236817,Blue,Manhattan,Lower East Side,Entire home/apt,200,3,100,5/28/2018,106,1,191
1240820,Triny,Brooklyn,Williamsburg,Entire home/apt,180,2,125,7/6/2019,136,3,248
4166168,Nick And Noémie,Brooklyn,DUMBO,Entire home/apt,350,5,40,4/14/2019,50,1,67
1151987,Juvie,Manhattan,East Village,Entire home/apt,160,4,0,,,1,0
1146958,Liz,Manhattan,Kips Bay,Entire home/apt,195,30,139,4/28/2019,159,4,325
1243192,Jacqueline,Manhattan,Greenwich Village,Entire home/apt,241,30,0,,,1,249
65064,Ashley & Nir,Manhattan,Chinatown,Entire home/apt,300,7,2,10/6/2014,3,1,0
1256874,Nancy,Queens,Ditmars Steinway,Entire home/apt,75,28,49,6/26/2019,53,1,313
1257309,Austin,Manhattan,Lower East Side,Entire home/apt,100,5,8,5/18/2018,11,1,0
1257760,Jay,Manhattan,Gramercy,Entire home/apt,399,1,0,,,1,12
1258363,Todd,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,12/19/2018,12,1,0
1264655,Ruari,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,1/3/2019,33,1,4
1269455,Mike,Manhattan,West Village,Entire home/apt,200,2,37,1/2/2019,39,1,257
1273825,Lauryn,Brooklyn,Williamsburg,Entire home/apt,137,1,24,1/1/2019,29,1,0
1276497,Alon,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,7/9/2017,5,1,365
288711,Andy,Brooklyn,Williamsburg,Entire home/apt,199,30,242,4/1/2019,259,1,102
1288460,Al-,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,6/5/2019,192,1,280
825022,Jaidev,Manhattan,Chelsea,Entire home/apt,226,5,34,7/1/2019,39,1,302
1292250,Jerry,Manhattan,Gramercy,Entire home/apt,135,1,5,8/17/2015,6,1,0
3647,Rafael,Queens,Elmhurst,Entire home/apt,79,4,60,6/25/2019,64,2,297
936630,Jens,Manhattan,Lower East Side,Entire home/apt,154,1,238,6/23/2019,259,1,246
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,34,4/22/2019,37,28,60
605463,West Village,Manhattan,West Village,Entire home/apt,700,3,131,6/24/2019,140,4,296
1306587,Andy,Manhattan,West Village,Entire home/apt,246,4,6,6/28/2017,16,1,0
1311398,Ben,Brooklyn,Williamsburg,Entire home/apt,295,5,125,7/7/2019,304,1,0
1311870,Christy,Manhattan,Chinatown,Entire home/apt,119,1,49,12/3/2014,58,1,0
1313306,Yvette,Manhattan,Harlem,Entire home/apt,400,5,0,,,2,365
1314834,Rhona,Manhattan,Greenwich Village,Entire home/apt,850,3,107,5/23/2019,115,1,249
1325961,Chris,Manhattan,East Harlem,Entire home/apt,200,3,49,8/9/2018,53,2,0
552343,Cynthia,Brooklyn,Sunset Park,Entire home/apt,96,120,13,9/1/2018,14,1,204
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,33,6/24/2019,47,28,60
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,24,11/6/2018,32,28,84
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,59,6/24/2019,66,28,60
1331850,G,Manhattan,Upper West Side,Entire home/apt,185,2,16,6/28/2019,23,1,261
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,24,4/25/2019,26,28,60
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,23,6/22/2019,26,28,60
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,43,7/2/2019,47,28,60
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,30,7/3/2019,32,28,56
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,39,6/29/2019,44,28,84
1336542,Stephanie,Brooklyn,Clinton Hill,Entire home/apt,110,1,2,1/13/2014,3,1,0
1340007,Roger,Brooklyn,Bushwick,Entire home/apt,220,2,178,6/24/2019,269,1,297
1343630,Antonio,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,190,6/23/2019,204,1,315
506779,Claudia,Manhattan,Nolita,Entire home/apt,495,7,25,6/30/2019,27,2,338
1346437,Cristina,Queens,Sunnyside,Entire home/apt,80,10,81,5/31/2019,98,2,40
1347034,Janine,Manhattan,Chelsea,Entire home/apt,760,2,7,6/22/2019,8,1,361
315401,Jaime,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,1/28/2019,33,1,218
1358312,S,Brooklyn,Clinton Hill,Entire home/apt,154,3,233,4/10/2019,250,1,0
1354758,Annie,Brooklyn,Park Slope,Entire home/apt,139,3,135,6/24/2019,145,1,204
436599,Chad,Manhattan,West Village,Entire home/apt,325,4,46,6/2/2019,50,1,20
1359611,Andrea,Manhattan,Chelsea,Entire home/apt,195,365,10,10/26/2014,12,1,0
1360198,Marina,Staten Island,Arrochar,Entire home/apt,250,2,21,5/22/2019,26,4,333
1360198,Marina,Staten Island,Arrochar,Entire home/apt,125,2,8,5/19/2019,9,4,353
52335,Alexander,Brooklyn,Fort Greene,Entire home/apt,70,7,4,8/28/2017,5,2,0
480943,Ro,Manhattan,Upper East Side,Entire home/apt,189,2,314,7/1/2019,345,2,206
696482,Christine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,18,6/18/2019,25,1,1
1370358,Keiko,Manhattan,West Village,Entire home/apt,145,7,11,5/27/2015,12,1,0
1359519,Nadya,Manhattan,West Village,Entire home/apt,375,7,8,12/30/2017,12,1,0
1376385,Lauren,Manhattan,Lower East Side,Entire home/apt,153,31,59,6/6/2019,63,1,27
1376778,Wade,Brooklyn,East Flatbush,Entire home/apt,92,4,54,6/24/2019,62,1,27
605463,West Village,Manhattan,West Village,Entire home/apt,300,4,153,6/25/2019,166,4,246
1380060,Marisa And Colin,Brooklyn,Fort Greene,Entire home/apt,145,3,110,6/2/2019,120,1,15
1381171,Nicole,Manhattan,Harlem,Entire home/apt,155,1,1,1/27/2019,18,1,5
1382749,Shaun,Brooklyn,Williamsburg,Entire home/apt,185,180,24,8/19/2015,26,1,0
1384559,C,Manhattan,Upper West Side,Entire home/apt,225,2,129,4/28/2019,141,1,107
1390947,Akiko,Manhattan,Theater District,Entire home/apt,200,5,8,1/8/2015,9,1,0
1392440,Sandra,Manhattan,Upper East Side,Entire home/apt,485,7,11,11/1/2015,12,1,0
1394190,Jen,Manhattan,Nolita,Entire home/apt,310,5,5,7/5/2018,9,1,89
1394719,Jill,Brooklyn,Williamsburg,Entire home/apt,110,4,0,,,1,354
1385157,Brian,Manhattan,Upper West Side,Entire home/apt,109,30,36,3/19/2019,39,5,286
1385157,Brian,Manhattan,Upper West Side,Entire home/apt,167,30,16,3/31/2019,17,5,252
1396546,Elena,Brooklyn,Fort Greene,Entire home/apt,147,15,5,7/12/2018,12,1,189
1397061,Asia Joanna,Manhattan,Chelsea,Entire home/apt,220,4,0,,,1,0
1397115,Drew,Manhattan,Lower East Side,Entire home/apt,195,4,68,6/3/2019,77,1,271
1398809,Roberto  Mike,Manhattan,Little Italy,Entire home/apt,199,28,89,6/30/2018,99,1,0
1406773,Eyal And Amy,Manhattan,Harlem,Entire home/apt,130,2,35,5/27/2019,42,1,41
1380703,Vishal,Brooklyn,Williamsburg,Entire home/apt,290,30,1,9/24/2013,1,1,0
1408733,Sergio,Manhattan,Chelsea,Entire home/apt,350,3,64,6/2/2019,70,1,18
1415590,Cameron,Manhattan,East Village,Entire home/apt,250,3,24,6/27/2019,26,1,16
1217923,Kevin,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,93,4,115,6/12/2019,125,1,312
1387370,James,Manhattan,Midtown,Entire home/apt,125,365,19,9/8/2015,21,1,365
1362808,Max,Manhattan,Upper East Side,Entire home/apt,300,3,5,12/31/2018,8,1,27
1423798,Aj,Manhattan,Greenwich Village,Entire home/apt,150,2,203,6/20/2019,222,1,300
1423613,Arthur,Manhattan,Washington Heights,Entire home/apt,56,122,20,1/2/2018,41,1,216
1195295,M,Manhattan,East Village,Entire home/apt,299,3,49,10/27/2018,53,1,365
1402817,Valerie,Brooklyn,Fort Greene,Entire home/apt,88,5,7,6/18/2017,8,1,0
605463,West Village,Manhattan,West Village,Entire home/apt,1300,5,28,9/25/2018,31,4,297
1434654,Andrew,Brooklyn,Bushwick,Entire home/apt,110,3,115,6/25/2019,175,2,28
1434931,Aaron,Brooklyn,Clinton Hill,Entire home/apt,135,5,6,6/24/2019,13,1,317
1436404,Catherine,Manhattan,Upper East Side,Entire home/apt,110,15,1,8/31/2014,2,1,275
1417757,Kwab,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,204,6/30/2019,231,1,80
1440691,Dena,Brooklyn,Sunset Park,Entire home/apt,127,180,1,9/1/2016,3,1,365
130901,Chauncey,Brooklyn,Prospect Heights,Entire home/apt,402,3,89,6/23/2019,97,1,340
1448432,Jim,Manhattan,East Village,Entire home/apt,139,30,52,5/13/2019,60,1,314
950657,Michelle,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,6,58,12/29/2017,63,1,0
1132207,Cathryne,Manhattan,West Village,Entire home/apt,250,30,7,4/21/2013,8,1,35
1455825,Erica,Manhattan,Harlem,Entire home/apt,300,3,2,4/10/2018,6,1,365
1420300,Gordy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,800,4,122,7/2/2019,137,1,257
240427,Naimah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,63,6/18/2019,72,2,5
1151818,Gabrielle,Brooklyn,Crown Heights,Entire home/apt,250,5,26,10/31/2014,28,1,0
70614,Vimal,Manhattan,West Village,Entire home/apt,200,27,1,10/2/2012,1,1,0
1468658,Barbara,Brooklyn,Greenpoint,Entire home/apt,140,5,14,6/19/2019,16,1,0
1471384,Dan,Brooklyn,Kensington,Entire home/apt,90,30,3,7/30/2017,5,1,286
36897,Lydia,Manhattan,Chinatown,Entire home/apt,90,3,107,5/18/2019,117,1,0
322934,Kate,Brooklyn,Gowanus,Entire home/apt,91,6,69,6/21/2019,76,1,265
511175,Luis,Manhattan,East Village,Entire home/apt,180,7,24,8/10/2018,26,2,125
1427381,Elizabeth,Brooklyn,Williamsburg,Entire home/apt,300,7,0,,,2,354
524730,Oz,Brooklyn,Williamsburg,Entire home/apt,100,19,5,8/3/2016,6,2,6
1476954,Jose,Manhattan,Hell's Kitchen,Entire home/apt,175,3,10,4/21/2019,23,1,0
1482460,Dara,Manhattan,West Village,Entire home/apt,240,5,94,6/19/2019,110,1,134
1486034,Eric,Manhattan,Chelsea,Entire home/apt,385,1,63,8/3/2018,71,1,364
1491538,Erika,Brooklyn,Crown Heights,Entire home/apt,110,3,238,7/2/2019,260,1,297
1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,21,6/24/2019,23,3,43
1495090,Carey,Manhattan,Hell's Kitchen,Entire home/apt,165,2,72,7/31/2018,82,1,10
1495196,Yvette,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,40,6/23/2019,68,1,0
1495141,Keow,Brooklyn,Cobble Hill,Entire home/apt,140,3,103,8/1/2017,113,1,189
1495502,Olly,Brooklyn,Williamsburg,Entire home/apt,120,6,66,5/1/2019,72,2,17
1498424,Hibo,Brooklyn,Fort Greene,Entire home/apt,175,3,35,6/27/2019,40,1,289
1496847,Paul & Ewa,Brooklyn,Carroll Gardens,Entire home/apt,275,31,121,7/1/2019,133,1,305
347036,Jasmine,Manhattan,East Village,Entire home/apt,179,8,15,8/29/2018,19,1,0
632334,Michael,Brooklyn,Carroll Gardens,Entire home/apt,189,2,13,9/5/2016,18,1,0
1502469,Max,Manhattan,East Village,Entire home/apt,219,2,129,5/11/2019,142,1,220
1503831,Elle,Manhattan,West Village,Entire home/apt,450,20,157,8/11/2016,171,1,0
815741,Geoff,Manhattan,SoHo,Entire home/apt,249,5,8,11/26/2016,11,1,0
1505217,Pia,Brooklyn,Greenpoint,Entire home/apt,250,4,46,6/23/2019,52,1,121
207124,Mikki & Bazi,Manhattan,Chinatown,Entire home/apt,139,30,37,2/16/2019,41,1,153
1470688,Philip,Manhattan,Upper West Side,Entire home/apt,209,7,14,6/25/2019,16,1,205
1321504,Rohan,Brooklyn,Crown Heights,Entire home/apt,120,5,37,4/15/2018,45,1,310
1509416,Natalia,Queens,Astoria,Entire home/apt,70,5,1,8/30/2016,3,1,0
169927,Hubert,Manhattan,Hell's Kitchen,Entire home/apt,199,3,4,9/12/2018,7,1,200
1021834,Svetlana,Brooklyn,Crown Heights,Entire home/apt,100,5,0,,,1,0
910719,Sena,Manhattan,Harlem,Entire home/apt,110,1,0,,,1,0
1495502,Olly,Brooklyn,Williamsburg,Entire home/apt,157,4,54,6/11/2019,66,2,12
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,43,6/22/2019,49,28,84
1521432,Carmen,Queens,Astoria,Entire home/apt,192,3,7,4/18/2017,8,1,0
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,75,6/5/2019,93,28,84
45682,Irina,Manhattan,Upper West Side,Entire home/apt,150,1,88,6/7/2019,99,1,0
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,73,6/30/2019,84,28,56
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,89,7/1/2019,106,28,62
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,23,4/23/2019,26,28,81
1521604,Summer,Brooklyn,Williamsburg,Entire home/apt,105,3,11,6/23/2019,16,1,0
417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,54,6/10/2019,61,28,60
1525761,Ric,Brooklyn,Williamsburg,Entire home/apt,85,1,73,6/19/2019,89,1,0
568585,Alan,Manhattan,Upper West Side,Entire home/apt,300,3,36,5/1/2019,47,1,29
1536533,Irina,Brooklyn,Williamsburg,Entire home/apt,130,14,23,11/8/2016,25,1,25
787261,L,Manhattan,SoHo,Entire home/apt,250,5,152,6/23/2019,169,1,109
1220404,Tom,Brooklyn,East New York,Entire home/apt,100,1,119,6/30/2019,139,2,289
1557998,Eliza,Brooklyn,Greenpoint,Entire home/apt,130,4,9,4/2/2018,10,1,188
8605,Dimitry,Manhattan,East Harlem,Entire home/apt,150,7,12,3/26/2016,14,1,0
1561505,Ibrahima,Manhattan,East Harlem,Entire home/apt,90,3,51,5/4/2019,57,1,311
1562045,Antonio,Manhattan,Upper West Side,Entire home/apt,295,1,0,,,1,146
185753,Carolyn,Manhattan,Upper West Side,Entire home/apt,150,2,11,6/9/2019,13,1,2
1570170,Kristina,Brooklyn,Williamsburg,Entire home/apt,180,3,236,6/18/2019,274,2,242
1385157,Brian,Manhattan,Upper West Side,Entire home/apt,109,30,18,6/7/2019,20,5,285
72747,Karen,Brooklyn,Crown Heights,Entire home/apt,225,4,1,4/21/2013,1,1,342
1613244,Ariel,Manhattan,Lower East Side,Entire home/apt,99,30,13,4/23/2019,34,9,289
279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,39,6/9/2019,47,2,293
1631400,Sean And Kiana,Manhattan,West Village,Entire home/apt,199,14,65,7/1/2019,73,1,155
1631733,Jane,Brooklyn,Kensington,Entire home/apt,89,3,62,1/2/2019,71,1,189
1633100,Ana,Brooklyn,Bushwick,Entire home/apt,120,2,42,6/20/2019,48,1,238
1643782,Katy,Manhattan,Harlem,Entire home/apt,135,30,25,3/31/2019,28,1,249
516347,Lillian,Brooklyn,South Slope,Entire home/apt,185,2,215,6/30/2019,242,1,291
1366194,Fabiana,Brooklyn,Williamsburg,Entire home/apt,225,4,26,6/24/2017,73,1,0
1644452,Erin,Manhattan,Gramercy,Entire home/apt,245,5,18,1/2/2018,21,1,0
1644999,Candice,Manhattan,Washington Heights,Entire home/apt,115,3,18,12/31/2018,21,1,31
1649300,James,Brooklyn,Williamsburg,Entire home/apt,325,2,320,7/7/2019,360,1,0
6064192,Ted And Diane,Manhattan,Upper West Side,Entire home/apt,499,30,64,8/3/2018,72,1,157
1661965,Mathias,Brooklyn,Williamsburg,Entire home/apt,160,3,25,12/22/2018,29,1,0
92788,Sara,Manhattan,Upper East Side,Entire home/apt,219,4,102,6/28/2019,115,2,280
668564,Nitzan,Manhattan,Upper East Side,Entire home/apt,159,2,32,6/23/2019,47,1,7
82896,Esther,Manhattan,East Village,Entire home/apt,150,5,1,11/16/2015,2,1,0
1675255,Jill,Manhattan,Kips Bay,Entire home/apt,106,3,12,6/30/2019,14,1,271
1676487,Robyn,Manhattan,Midtown,Entire home/apt,299,10,19,6/11/2019,27,1,101
1013131,Joseph,Manhattan,Upper West Side,Entire home/apt,179,3,297,6/24/2019,337,1,205
890215,Duane,Brooklyn,Crown Heights,Entire home/apt,165,3,12,7/7/2019,13,1,343
1680375,Marc,Brooklyn,Flatbush,Entire home/apt,500,4,9,1/2/2017,11,1,0
1681546,Todd,Manhattan,Chinatown,Entire home/apt,250,15,9,5/14/2016,10,1,190
52043,Patrick,Brooklyn,Williamsburg,Entire home/apt,200,30,53,5/3/2019,60,1,0
1709216,Steve And Heather,Brooklyn,East Flatbush,Entire home/apt,115,3,64,5/11/2019,72,4,333
1709216,Steve And Heather,Brooklyn,East Flatbush,Entire home/apt,115,3,51,4/27/2019,58,4,327
1709216,Steve And Heather,Brooklyn,East Flatbush,Entire home/apt,120,3,79,4/29/2019,88,4,349
1723485,Mary,Manhattan,Upper West Side,Entire home/apt,387,1,23,12/31/2018,63,1,0
483013,Yj,Manhattan,Upper West Side,Entire home/apt,99,2,36,8/23/2015,45,1,0
168417,Marie,Manhattan,Upper East Side,Entire home/apt,121,1,16,6/16/2019,19,2,351
1740233,Gladys,Manhattan,Hell's Kitchen,Entire home/apt,350,4,24,9/21/2017,27,1,362
1745402,Tony,Brooklyn,Sunset Park,Entire home/apt,70,18,19,7/13/2016,22,1,0
562614,Beth,Manhattan,Lower East Side,Entire home/apt,140,1,53,10/28/2014,60,1,0
251176,Jason,Manhattan,East Village,Entire home/apt,189,3,265,6/24/2019,299,2,355
1774431,Kate,Brooklyn,Park Slope,Entire home/apt,178,30,8,1/2/2018,10,1,280
74777,Niki & Colin,Brooklyn,Crown Heights,Entire home/apt,145,14,46,6/19/2018,52,1,38
1747222,Sascha,Brooklyn,Park Slope,Entire home/apt,125,5,6,11/4/2018,8,1,31
417652,Ron,Manhattan,Chelsea,Entire home/apt,265,4,75,7/1/2019,86,1,324
314377,Marc,Manhattan,Chinatown,Entire home/apt,129,3,132,6/23/2019,149,1,171
